,Filename,intelligent,repeat
66,107379_-0.3181818181818182.png,-0.3181818181818182,0
98,040946_0.3080808080808082.png,0.3080808080808082,1
24,098800_-0.4292929292929293.png,-0.4292929292929293,0
95,104389_0.40909090909090917.png,0.40909090909090917,1
14,170032_0.3484848484848485.png,0.3484848484848485,0
76,003566_0.11616161616161624.png,0.11616161616161624,0
71,187313_-0.20707070707070707.png,-0.20707070707070707,0
31,064914_-0.07575757575757575.png,-0.07575757575757575,0
44,162991_-0.1464646464646464.png,-0.1464646464646464,0
2,112214_-0.055555555555555525.png,-0.055555555555555525,0
49,099209_-0.045454545454545414.png,-0.045454545454545414,0
22,026046_0.06565656565656575.png,0.06565656565656575,0
88,140101_0.09595959595959602.png,0.09595959595959602,1
86,005291_0.4797979797979799.png,0.4797979797979799,1
91,165313_-0.11616161616161613.png,-0.11616161616161613,1
23,197011_0.21717171717171724.png,0.21717171717171724,0
48,198895_-0.4393939393939394.png,-0.4393939393939394,0
11,192160_0.3585858585858587.png,0.3585858585858587,0
46,135637_0.015151515151515249.png,0.015151515151515249,0
73,140101_0.09595959595959602.png,0.09595959595959602,0
57,040428_-0.06565656565656564.png,-0.06565656565656564,0
64,170263_0.4494949494949496.png,0.4494949494949496,0
21,043227_-0.10606060606060602.png,-0.10606060606060602,0
90,135637_0.015151515151515249.png,0.015151515151515249,1
25,075861_0.43939393939393945.png,0.43939393939393945,0
82,141987_-0.29797979797979796.png,-0.29797979797979796,1
9,180549_0.03535353535353536.png,0.03535353535353536,0
27,051002_-0.4696969696969697.png,-0.4696969696969697,0
19,062769_0.3989898989898991.png,0.3989898989898991,0
85,043227_-0.10606060606060602.png,-0.10606060606060602,1
17,131742_-0.23737373737373735.png,-0.23737373737373735,0
33,017660_-0.025252525252525193.png,-0.025252525252525193,0
39,108588_0.15656565656565657.png,0.15656565656565657,0
72,119066_-0.22727272727272724.png,-0.22727272727272724,0
51,053976_0.10606060606060608.png,0.10606060606060608,0
78,178771_-0.3484848484848485.png,-0.3484848484848485,0
65,200785_0.2777777777777778.png,0.2777777777777778,0
45,186898_-0.035353535353535304.png,-0.035353535353535304,0
29,165771_0.26767676767676774.png,0.26767676767676774,0
80,177685_-0.41919191919191917.png,-0.41919191919191917,1
47,062768_-0.15656565656565652.png,-0.15656565656565652,0
56,078578_-0.28787878787878785.png,-0.28787878787878785,0
75,196291_-0.24747474747474746.png,-0.24747474747474746,0
6,034745_0.28787878787878796.png,0.28787878787878796,0
13,120202_0.005050505050505083.png,0.005050505050505083,0
55,164022_0.025252525252525304.png,0.025252525252525304,0
58,046067_0.19696969696969702.png,0.19696969696969702,0
61,104389_0.40909090909090917.png,0.40909090909090917,0
79,056825_0.24747474747474751.png,0.24747474747474751,0
92,180549_0.03535353535353536.png,0.03535353535353536,1
28,036503_-0.4494949494949495.png,-0.4494949494949495,0
42,188020_-0.16666666666666663.png,-0.16666666666666663,0
84,156125_0.13636363636363646.png,0.13636363636363646,1
26,088129_0.2272727272727273.png,0.2272727272727273,0
99,179053_-0.2777777777777778.png,-0.2777777777777778,1
52,135849_0.36868686868686873.png,0.36868686868686873,0
7,156125_0.13636363636363646.png,0.13636363636363646,0
50,005839_0.45959595959595967.png,0.45959595959595967,0
59,021699_0.5.png,0.5,0
87,106232_-0.4797979797979798.png,-0.4797979797979798,1
62,015409_-0.13636363636363635.png,-0.13636363636363635,0
54,170306_-0.21717171717171713.png,-0.21717171717171713,0
0,035632_-0.2676767676767676.png,-0.2676767676767676,0
41,159336_0.20707070707070718.png,0.20707070707070718,0
60,005291_0.4797979797979799.png,0.4797979797979799,0
3,165927_-0.19696969696969696.png,-0.19696969696969696,0
97,112214_-0.055555555555555525.png,-0.055555555555555525,1
67,112902_-0.398989898989899.png,-0.398989898989899,0
30,087481_-0.015151515151515138.png,-0.015151515151515138,0
63,127006_0.3282828282828284.png,0.3282828282828284,0
40,131690_0.2575757575757577.png,0.2575757575757577,0
12,125460_-0.0050505050505050275.png,-0.0050505050505050275,0
4,141987_-0.29797979797979796.png,-0.29797979797979796,0
70,141781_0.14646464646464652.png,0.14646464646464652,0
93,164022_0.025252525252525304.png,0.025252525252525304,1
36,065751_0.16666666666666674.png,0.16666666666666674,0
15,153694_-0.4898989898989899.png,-0.4898989898989899,0
35,177685_-0.41919191919191917.png,-0.41919191919191917,0
53,147096_0.4696969696969697.png,0.4696969696969697,0
77,081501_-0.3888888888888889.png,-0.3888888888888889,0
83,062768_-0.15656565656565652.png,-0.15656565656565652,1
68,195524_0.4191919191919192.png,0.4191919191919192,0
89,122663_0.0757575757575758.png,0.0757575757575758,1
5,025236_0.05555555555555558.png,0.05555555555555558,0
32,063261_0.33838383838383845.png,0.33838383838383845,0
20,159919_0.1767676767676768.png,0.1767676767676768,0
18,187715_0.297979797979798.png,0.297979797979798,0
37,165313_-0.11616161616161613.png,-0.11616161616161613,0
8,179053_-0.2777777777777778.png,-0.2777777777777778,0
74,040946_0.3080808080808082.png,0.3080808080808082,0
38,135421_0.045454545454545525.png,0.045454545454545525,0
81,135849_0.36868686868686873.png,0.36868686868686873,1
16,066335_0.3787878787878789.png,0.3787878787878789,0
1,122663_0.0757575757575758.png,0.0757575757575758,0
69,066124_-0.25757575757575757.png,-0.25757575757575757,0
10,170842_-0.09595959595959591.png,-0.09595959595959591,0
34,017328_-0.12626262626262624.png,-0.12626262626262624,0
94,186898_-0.035353535353535304.png,-0.035353535353535304,1
43,106232_-0.4797979797979798.png,-0.4797979797979798,0
96,135421_0.045454545454545525.png,0.045454545454545525,1
