AMJ9AF7IG3E5T:3M81GAB8A2QTOB5E3T2FWJE6NJOBQ4,engagement,3
AMJ9AF7IG3E5T:3M81GAB8A2QTOB5E3T2FWJE6NJOBQ4,natural,3
A3O0QZQ4V2IXT7:3BEFOD78W80IIXMDWLLB7WOV3QA4M4,engagement,2
A3O0QZQ4V2IXT7:3BEFOD78W80IIXMDWLLB7WOV3QA4M4,natural,2
AD14EQ9O9JKRI:3VP0C6EFSI3WXKQRF9EQ4U89ZHG6MR,engagement,5
AD14EQ9O9JKRI:3VP0C6EFSI3WXKQRF9EQ4U89ZHG6MR,natural,3
A2QA4LOUX9MDXM:3EJPLAJKEONWWRPAUY4KCW4IEL16ZB,engagement,5
A2QA4LOUX9MDXM:3EJPLAJKEONWWRPAUY4KCW4IEL16ZB,natural,5
AW2JU8KFUT4QC:3I33IC7ZWH97DIY1V4CI5QWXPVPA2U,engagement,3
AW2JU8KFUT4QC:3I33IC7ZWH97DIY1V4CI5QWXPVPA2U,natural,3
A1JWEKRBLSPL8S:3XCC1ODXDNIG4IM3ZQO5WYJA55YRQ4,engagement,4
A1JWEKRBLSPL8S:3XCC1ODXDNIG4IM3ZQO5WYJA55YRQ4,natural,2
A2389DERMNF3ZB:3TU5ZICBRF8AMD770HI55HO5FDA8Q9,engagement,2
A2389DERMNF3ZB:3TU5ZICBRF8AMD770HI55HO5FDA8Q9,natural,4
AKZD89B2WLSX7:3NVC2EB65S6XUISNFA43RMJWY0ZY3A,engagement,3
AKZD89B2WLSX7:3NVC2EB65S6XUISNFA43RMJWY0ZY3A,natural,2
A1X1OL9L162X8Q:3PZDLQMM0VSV6XVZFI89BLMLPYDC21,engagement,3
A1X1OL9L162X8Q:3PZDLQMM0VSV6XVZFI89BLMLPYDC21,natural,3
A2CK0OXMPOR9LE:3LPW2N6LKV9JROVMJSV73YB3G8G5UA,engagement,5
A2CK0OXMPOR9LE:3LPW2N6LKV9JROVMJSV73YB3G8G5UA,natural,3
A1V9G7V6ZYACIR:337RC3OW079X6SN7G5LJG99JG5LVL9,engagement,2
A1V9G7V6ZYACIR:337RC3OW079X6SN7G5LJG99JG5LVL9,natural,4
A2482SLAY120J2:336YQZE83XL0EGQDAQ4LCOU93MFM51,engagement,3
A2482SLAY120J2:336YQZE83XL0EGQDAQ4LCOU93MFM51,natural,2
AR9U4CJEF2TIJ:36AHBNMV1TJVCAUK8ZAF4V58PDODYN,engagement,5
AR9U4CJEF2TIJ:36AHBNMV1TJVCAUK8ZAF4V58PDODYN,natural,4
AH9Y3W3PJGG32:39OWYR0EPMYSAU8GZ555SV8T1Q9YFO,engagement,3
AH9Y3W3PJGG32:39OWYR0EPMYSAU8GZ555SV8T1Q9YFO,natural,2
A5X1KZ9CCHREK:3634BBTX0Q16KUTBVNJ267E5B7AIF1,engagement,3
A5X1KZ9CCHREK:3634BBTX0Q16KUTBVNJ267E5B7AIF1,natural,4
