A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,engagement,4
A3C0NQ2IP5FTZQ:3R6BYFZZP9J3API6U9J39H1KZP1XFD,natural,5
A5NE8TWS8ZV7B:3TU5ZICBRF8AMD770HI55HO5FI1Q8S,engagement,1
A5NE8TWS8ZV7B:3TU5ZICBRF8AMD770HI55HO5FI1Q8S,natural,2
A30UE6DWFNUCWX:3DZQRBDBSNM0YWGEG4CE90VVHKUS3R,engagement,4
A30UE6DWFNUCWX:3DZQRBDBSNM0YWGEG4CE90VVHKUS3R,natural,4
A3SD02HCW68EUL:386CSBG1O1TNIZOJ72L7L3SE9NBQ66,engagement,3
A3SD02HCW68EUL:386CSBG1O1TNIZOJ72L7L3SE9NBQ66,natural,3
ABL3H3O3BI8ZD:3V0Z7YWSI07R561Z6Z3E1DAAAAP2VW,engagement,3
ABL3H3O3BI8ZD:3V0Z7YWSI07R561Z6Z3E1DAAAAP2VW,natural,3
A2H6K1XIK4LY7O:39DD6S19JRI096IP0GNIOKWVVOKZEU,engagement,3
A2H6K1XIK4LY7O:39DD6S19JRI096IP0GNIOKWVVOKZEU,natural,3
A3BJ0H1UZ7YQL0:3MX2NQ3YCB1B8SPHOX6UN5A7AVO5X3,engagement,4
A3BJ0H1UZ7YQL0:3MX2NQ3YCB1B8SPHOX6UN5A7AVO5X3,natural,4
A1KXESMB9K7504:3PQMUDRV7TDQULV1WVPN94RXR4PIIP,engagement,5
A1KXESMB9K7504:3PQMUDRV7TDQULV1WVPN94RXR4PIIP,natural,5
AYIFHDQSXQJ6B:3I33IC7ZWH97DIY1V4CI5QWXP0Q2AX,engagement,2
AYIFHDQSXQJ6B:3I33IC7ZWH97DIY1V4CI5QWXP0Q2AX,natural,4
AG7C4X3WKKBV:3TGOYF991ZT0C3L1KT3FBA3JFUZUUH,engagement,3
AG7C4X3WKKBV:3TGOYF991ZT0C3L1KT3FBA3JFUZUUH,natural,4
A13KMWHXNI4C12:3TS1AR6UQSL9VACFCWF5FIOWXWY7F4,engagement,2
A13KMWHXNI4C12:3TS1AR6UQSL9VACFCWF5FIOWXWY7F4,natural,1
A1KS9OHP5553CF:3P4RDNWND7DMPWF7EDANL56X4JEIJ1,engagement,3
A1KS9OHP5553CF:3P4RDNWND7DMPWF7EDANL56X4JEIJ1,natural,3
A2XKVWHXJV0HWZ:31LM9EDVONZE3XQYBTNFQD2EQIJNJX,engagement,4
A2XKVWHXJV0HWZ:31LM9EDVONZE3XQYBTNFQD2EQIJNJX,natural,5
A34F2ESTZYTWRM:3H7XDTSHKEYUZP9BVOTZPJNPR25WGS,engagement,3
A34F2ESTZYTWRM:3H7XDTSHKEYUZP9BVOTZPJNPR25WGS,natural,4
